ukb_code	uniprot_id	protein_name	gene_symbol	chr_hg19	start_bp_hg19	end_bp_hg19	olink_panel
2284	Q6R327	Rapamycin-insensitive companion of mTOR	RICTOR	5	38938021	39074510	Inflammation II
2285	P52758	2-iminobutanoate/2-iminopropanoate deaminase	RIDA	8	99114572	99129469	Inflammation II
2286	Q96NA2	Rab-interacting lysosomal protein	RILP	17	1549444	1553371	Oncology
2287	Q969X0	RILP-like protein 2	RILPL2	12	123899936	123921264	Cardiometabolic II
2288	P57078	Receptor-interacting serine/threonine-protein kinase 4	RIPK4	21	43159529	43187266	Cardiometabolic II
2289	P04808	Prorelaxin H1	RLN1	9	5334969	5339873	Neurology II
2290	P04090	Prorelaxin H2	RLN2	9	5299868	5304969	Inflammation II
2291	P07998	Ribonuclease pancreatic	RNASE1	14	21269387	21271437	Inflammation II
2292	Q5GAN6	Inactive ribonuclease-like protein 10	RNASE10	14	20973696	20979328	Cardiometabolic II
2293	P12724	Eosinophil cationic protein	RNASE3	14	21359558	21360507	Cardiometabolic
2294	P34096	Ribonuclease 4	RNASE4	14	21152259	21168761	Inflammation II
2295	Q93091	Ribonuclease K6	RNASE6	14	21249210	21250626	Inflammation II
2296	O75792	Ribonuclease H2 subunit A	RNASEH2A	19	12917394	12924452	Neurology II
2297	O00584	Ribonuclease T2	RNASET2	6	167342992	167370679	Cardiometabolic
2298	Q8NC42	E3 ubiquitin-protein ligase RNF149	RNF149	2	101887681	101925163	Cardiometabolic II
2299	Q8IYW5	E3 ubiquitin-protein ligase RNF168	RNF168	3	196195654	196230639	Inflammation II
2300	Q96EP0	E3 ubiquitin-protein ligase RNF31	RNF31	14	24615892	24629870	Inflammation II
2301	P78317	E3 ubiquitin-protein ligase RNF4	RNF4	4	2463947	2627047	Oncology II
2302	Q9H4P4	E3 ubiquitin-protein ligase NRDP1	RNF41	12	56598285	56615717	Oncology
2303	Q68DV7	E3 ubiquitin-protein ligase RNF43	RNF43	17	56429861	56494956	Oncology II
2304	Q99942	E3 ubiquitin-protein ligase RNF5	RNF5	6	32146131	32151930	Cardiometabolic II
2305	Q9Y6N7	Roundabout homolog 1	ROBO1	3	78646390	79816965	Inflammation
2306	Q9HCK4	Roundabout homolog 2	ROBO2	3	75955846	77699115	Neurology
2307	Q8WZ75	Roundabout homolog 4	ROBO4	11	124753587	124768396	Cardiometabolic II
2308	Q01973	Inactive tyrosine-protein kinase transmembrane receptor ROR1	ROR1	1	64239693	64647181	Cardiometabolic
2309	O75695	Protein XRP2	RP2	X	46696375	46741793	Oncology
2310	P15927	Replication protein A 32 kDa subunit	RPA2	1	28218035	28241257	Inflammation II
2311	Q96AT9	Ribulose-phosphate 3-epimerase	RPE	2	210867289	210886300	Oncology II
2312	Q92834	X-linked retinitis pigmentosa GTPase regulator	RPGR	X	38128416	38186817	Neurology II
2313	P50914	60S ribosomal protein L14	RPL14	3	40498783	40503861	Cardiometabolic II
2314	P46783	40S ribosomal protein S10	RPS10	6	34385231	34393902	Cardiometabolic II
2315	P10301	Ras-related protein R-Ras	RRAS	19	50138549	50143458	Neurology II
2316	P31350	Ribonucleoside-diphosphate reductase subunit M2	RRM2	2	10262455	10271545	Oncology
2317	Q7LG56	Ribonucleoside-diphosphate reductase subunit M2 B	RRM2B	8	103216730	103251346	Oncology
2318	Q9Y3B9	RRP15-like protein	RRP15	1	218458629	218511325	Neurology II
2319	Q2MKA7	R-spondin-1	RSPO1	1	38076951	38100595	Neurology
2320	Q9BXY4	R-spondin-3	RSPO3	6	127439749	127518910	Oncology
2321	Q9BSG5	Retbindin	RTBDN	19	12936292	12946242	Oncology
2322	Q8IZC4	Rhotekin-2	RTKN2	10	63942794	64028466	Cardiometabolic II
2323	Q8WWV3	Reticulon-4-interacting protein 1, mitochondrial	RTN4IP1	6	107018903	107077373	Neurology II
2324	Q9BZR6	Reticulon-4 receptor	RTN4R	22	20228938	20270769	Oncology
2325	Q9Y265	RuvB-like 1	RUVBL1	3	127783621	127872757	Oncology
2326	Q9H446	RWD domain-containing protein 1	RWDD1	6	116892530	116918838	Neurology
2327	P21817	Ryanodine receptor 1	RYR1	19	38924339	39078204	Cardiometabolic II
2328	P31949	Protein S100-A11	S100A11	1	152004982	152020383	Cardiometabolic
2329	P80511	Protein S100-A12	S100A12	1	153346184	153348125	Oncology
2330	Q99584	Protein S100-A13	S100A13	1	153591263	153606568	Inflammation II
2331	Q9HCY8	Protein S100-A14	S100A14	1	153586731	153589462	Neurology II
2332	Q96FQ6	Protein S100-A16	S100A16	1	153579362	153585621	Neurology
2333	P33764	Protein S100-A3	S100A3	1	153519805	153521848	Oncology II
2334	P26447	Protein S100-A4	S100A4	1	153516089	153522612	Oncology
2335	P29377	Protein S100-G	S100G	X	16668281	16672793	Neurology II
2336	P25815	Protein S100-P	S100P	4	6694796	6698897	Cardiometabolic
2337	P35542	Serum amyloid A-4 protein	SAA4	11	18252896	18258440	Inflammation II
2338	Q14151	Scaffold attachment factor B2	SAFB2	19	5587010	5624057	Neurology II
2339	P10523	S-arrestin	SAG	2	234216462	234255701	Neurology II
2340	Q8IVG5	Sterile alpha motif domain-containing protein 9-like	SAMD9L	7	92759368	92777682	Inflammation
2341	O00422	Histone deacetylase complex subunit SAP18	SAP18	13	21714653	21723221	Oncology II
2342	Q9BW04	Specifically androgen-regulated gene protein	SARG	1	207191866	207206101	Cardiometabolic II
2343	O43290	U4/U6.U5 tri-snRNP-associated protein 1	SART1	11	65729160	65747299	Cardiometabolic II
2344	P21673	Diamine acetyltransferase 1	SAT1	X	23801290	23804343	Cardiometabolic II
2345	Q96F10	Thialysine N-epsilon-acetyltransferase	SAT2	17	7529552	7531194	Oncology II
2346	Q01826	DNA-binding protein SATB1	SATB1	3	18386879	18487080	Neurology II
2347	Q6UWP8	Suprabasin	SBSN	19	36014269	36019253	Cardiometabolic II
2348	O14828	Secretory carrier-associated membrane protein 3	SCAMP3	1	155225770	155232221	Oncology
2349	Q6ZMJ2	Scavenger receptor class A member 5	SCARA5	8	27727399	27850244	Neurology
2350	Q8WTV0	Scavenger receptor class B member 1	SCARB1	12	125261402	125367214	Neurology
2351	Q14108	Lysosome membrane protein 2	SCARB2	4	77079890	77135046	Neurology
2352	Q14162	Scavenger receptor class F member 1	SCARF1	17	1537152	1549041	Cardiometabolic
2353	Q96GP6	Scavenger receptor class F member 2	SCARF2	22	20778874	20792146	Neurology
2354	P13521	Secretogranin-2	SCG2	2	224461658	224467221	Oncology
2355	Q8WXD2	Secretogranin-3	SCG3	15	51973550	52013223	Inflammation
2356	P11684	Uteroglobin	SCGB1A1	11	62172575	62190667	Inflammation
2357	Q13296	Mammaglobin-A	SCGB2A2	11	62037627	62040628	Cardiometabolic II
2358	Q96QR1	Secretoglobin family 3A member 1	SCGB3A1	5	180017103	180018540	Inflammation II
2359	Q96PL1	Secretoglobin family 3A member 2	SCGB3A2	5	147250245	147261754	Inflammation
2360	O76038	Secretagogin	SCGN	6	25652464	25702011	Inflammation
2361	Q9Y6U3	Adseverin	SCIN	7	12610203	12693228	Neurology II
2362	Q96I15	Selenocysteine lyase	SCLY	2	238969530	239008054	Oncology
2363	Q99250	Sodium channel protein type 2 subunit alpha	SCN2A	2	166095912	166248818	Neurology II
2364	O60939	Sodium channel subunit beta-2	SCN2B	11	118032666	118047388	Neurology II
2365	Q9NY46	Sodium channel protein type 3 subunit alpha	SCN3A	2	165944032	166060577	Neurology II
2366	Q9NY72	Sodium channel subunit beta-3	SCN3B	11	123499895	123525952	Neurology II
2367	Q8IWT1	Sodium channel subunit beta-4	SCN4B	11	118004092	118023603	Cardiometabolic II
2368	P22307	Non-specific lipid-transfer protein	SCP2	1	53392901	53517375	Oncology
2369	Q9HB40	Retinoid-inducible serine carboxypeptidase	SCPEP1	17	55055466	55084129	Cardiometabolic II
2370	O75711	Scrapie-responsive protein 1	SCRG1	4	174305852	174327531	Cardiometabolic II
2371	Q14160	Protein scribble homolog	SCRIB	8	144873090	144897549	Cardiometabolic II
2372	Q12765	Secernin-1	SCRN1	7	29959719	30029905	Inflammation
2373	P09683	Secretin	SCT	11	626431	627143	Neurology II
2374	P18827	Syndecan-1	SDC1	2	20400558	20425194	Cardiometabolic
2375	P31431	Syndecan-4	SDC4	20	43953928	43977064	Cardiometabolic
2376	Q86SQ7	Serologically defined colon cancer antigen 8	SDCCAG8	1	243419320	243663394	Oncology II
2377	P21912	Succinate dehydrogenase	SDHB	1	17345217	17380665	Oncology II
2378	Q58EX2	Protein sidekick-2	SDK2	17	71330523	71640228	Inflammation II
2379	O94979	Protein transport protein Sec31A	SEC31A	4	83739814	83822319	Cardiometabolic II
2380	Q9UBV2	Protein sel-1 homolog 1	SEL1L	14	81937893	82000205	Cardiometabolic II
2381	P16581	E-selectin	SELE	1	169691781	169733846	Cardiometabolic
2382	P49908	Selenoprotein P	SELENOP	5	42799982	42887494	Inflammation II
2383	P14151	L-selectin	SELL	1	169659808	169680839	Inflammation II
2384	P16109	P-selectin	SELP	1	169558087	169599431	Cardiometabolic
2385	Q14242	P-selectin glycoprotein ligand 1	SELPLG	12	109015686	109027735	Inflammation
2386	Q13275	Semaphorin-3F	SEMA3F	3	50192478	50226508	Cardiometabolic
2387	Q9NS98	Semaphorin-3G	SEMA3G	3	52467069	52479101	Inflammation II
2388	Q9C0C4	Semaphorin-4C	SEMA4C	2	97525453	97536494	Oncology
2389	Q92854	Semaphorin-4D	SEMA4D	9	91975702	92113045	Neurology
2390	Q9H3T2	Semaphorin-6C	SEMA6C	1	151104161	151119104	Inflammation II
2391	O75326	Semaphorin-7A	SEMA7A	15	74701630	74726808	Cardiometabolic
2392	Q9UH03	Neuronal-specific septin-3	SEPTIN3	22	42372276	42394225	Neurology II
2393	Q16181	Septin-7	SEPTIN7	7	35840542	35944917	Oncology II
2394	Q92599	Septin-8	SEPTIN8	5	132086509	132142933	Neurology II
2395	Q9UHD8	Septin-9	SEPTIN9	17	75276651	75496678	Oncology
2396	P01009	Alpha-1-antitrypsin	SERPINA1	14	94843084	94857030	Inflammation II
2397	Q86U17	Serpin A11	SERPINA11	14	94908801	94919127	Cardiometabolic
2398	Q8IW75	Serpin A12	SERPINA12	14	94953611	94984181	Cardiometabolic
2399	P01011	Alpha-1-antichymotrypsin	SERPINA3	14	95078714	95090392	Inflammation II
2400	P29622	Kallistatin	SERPINA4	14	95027428	95036250	Inflammation II
2401	P05154	Plasma serine protease inhibitor	SERPINA5	14	95027779	95059457	Inflammation II
2402	P08185	Corticosteroid-binding globulin	SERPINA6	14	94770585	94789731	Inflammation II
2403	P05543	Thyroxine-binding globulin	SERPINA7	X	105277197	105282729	Inflammation II
2404	Q86WD7	Serpin A9	SERPINA9	14	94929054	94946026	Oncology
2405	P30740	Leukocyte elastase inhibitor	SERPINB1	6	2832566	2842240	Neurology
2406	P36952	Serpin B5	SERPINB5	18	61143994	61172318	Cardiometabolic
2407	P35237	Serpin B6	SERPINB6	6	2948393	2972090	Neurology
2408	P50452	Serpin B8	SERPINB8	18	61637159	61672278	Inflammation
2409	P50453	Serpin B9	SERPINB9	6	2887500	2903514	Neurology
2410	P01008	Antithrombin-III	SERPINC1	1	173872947	173886516	Inflammation II
2411	P05546	Heparin cofactor 2	SERPIND1	22	21128167	21142008	Inflammation II
2412	P05121	Plasminogen activator inhibitor 1	SERPINE1	7	100770370	100782547	Cardiometabolic
2413	P07093	Glia-derived nexin	SERPINE2	2	224839829	224904036	Cardiometabolic II
2414	P36955	Pigment epithelium-derived factor	SERPINF1	17	1665253	1680868	Inflammation II
2415	P08697	Alpha-2-antiplasmin	SERPINF2	17	1646130	1658562	Inflammation II
2416	P05155	Plasma protease C1 inhibitor	SERPING1	11	57364860	57382326	Inflammation II
2417	P50454	Serpin H1	SERPINH1	11	75273101	75283828	Oncology II
2418	Q99574	Neuroserpin	SERPINI1	3	167453031	167543356	Inflammation II
2419	O75830	Serpin I2	SERPINI2	3	167159577	167196792	Oncology II
2420	Q86VW0	SEC14 domain and spectrin repeat-containing protein 1	SESTD1	2	179966419	180129517	Neurology
2421	Q53H47	Histone-lysine N-methyltransferase SETMAR	SETMAR	3	4344988	4359251	Neurology
2422	Q53EL9	Seizure protein 6 homolog	SEZ6	17	27281919	27333458	Neurology II
2423	Q9BYH1	Seizure 6-like protein	SEZ6L	22	26565440	26779562	Oncology
2424	Q6UXD5	Seizure 6-like protein 2	SEZ6L2	16	29882480	29910868	Oncology
2425	Q15427	Splicing factor 3B subunit 4	SF3B4	1	149895209	149900236	Oncology
2426	Q8N474	Secreted frizzled-related protein 1	SFRP1	8	41119481	41167016	Neurology
2427	Q6FHJ7	Secreted frizzled-related protein 4	SFRP4	7	37945543	38065297	Inflammation II
2428	Q8IWL2	Pulmonary surfactant-associated protein A1	SFTPA1	10	81370695	81375196	Oncology
2429	Q8IWL1	Pulmonary surfactant-associated protein A2	SFTPA2	10	81315608	81320153	Oncology
2430	P35247	Pulmonary surfactant-associated protein D	SFTPD	10	81697496	81742370	Cardiometabolic
2431	P51688	N-sulphoglucosamine sulphohydrolase	SGSH	17	78180515	78194722	Cardiometabolic II
2432	Q9UQQ2	SH2B adapter protein 3	SH2B3	12	111843752	111889427	Oncology
2433	O60880	SH2 domain-containing protein 1A	SH2D1A	X	123480194	123507005	Inflammation
2434	Q9UJC5	SH3 domain-binding glutamic acid-rich-like protein 2	SH3BGRL2	6	80341000	80413372	Neurology II
2435	Q9Y3L3	SH3 domain-binding protein 1	SH3BP1	22	38030661	38062939	Oncology II
2436	Q99963	Endophilin-A3	SH3GL3	15	84115980	84287495	Oncology II
2437	Q9NR46	Endophilin-B2	SH3GLB2	9	131769315	131790582	Neurology II
2438	P04278	Sex hormone-binding globulin	SHBG	17	7517382	7536700	Inflammation II
2439	P29353	SHC-transforming protein 1	SHC1	1	154934774	154946871	Oncology II
2440	Q96IW2	SH2 domain-containing adapter protein D	SHD	19	4278598	4290721	Cardiometabolic II
2441	Q15465	Sonic hedgehog protein	SHH	7	155592680	155604967	Inflammation II
2442	Q8N114	Protein shisa-5	SHISA5	3	48509197	48542259	Cardiometabolic II
2443	P34896	Serine hydroxymethyltransferase, cytosolic	SHMT1	17	18231187	18266856	Inflammation
2444	Q9UHJ6	Sedoheptulokinase	SHPK	17	3511556	3539616	Oncology II
2445	Q9HAT2	Sialate O-acetylesterase	SIAE	11	124503009	124565603	Oncology
2446	Q9BZZ2	Sialoadhesin	SIGLEC1	20	3667617	3687775	Inflammation
2447	Q96LC7	Sialic acid-binding Ig-like lectin 10	SIGLEC10	19	51913275	51921057	Inflammation
2448	Q6ZMC9	Sialic acid-binding Ig-like lectin 15	SIGLEC15	18	43405477	43424045	Neurology
2449	O15389	Sialic acid-binding Ig-like lectin 5	SIGLEC5	19	52114781	52150151	Neurology
2450	O43699	Sialic acid-binding Ig-like lectin 6	SIGLEC6	19	52022779	52035110	Oncology
2451	Q9Y286	Sialic acid-binding Ig-like lectin 7	SIGLEC7	19	51645556	51656783	Cardiometabolic
2452	Q9NYZ4	Sialic acid-binding Ig-like lectin 8	SIGLEC8	19	51954101	51961710	Cardiometabolic II
2453	Q9Y336	Sialic acid-binding Ig-like lectin 9	SIGLEC9	19	51628165	51639908	Oncology
2454	Q9H173	Nucleotide exchange factor SIL1	SIL1	5	138282409	138629246	Cardiometabolic II
2455	P78324	Tyrosine-protein phosphatase non-receptor type substrate 1	SIRPA	20	1875154	1920543	Cardiometabolic
2456	O00241	Signal-regulatory protein beta-1	SIRPB1	20	1544167	1600707	Inflammation
2457	Q96EB6	NAD-dependent protein deacetylase sirtuin-1	SIRT1	10	69644427	69678147	Inflammation II
2458	Q8IXJ6	NAD-dependent protein deacetylase sirtuin-2	SIRT2	19	39369197	39390502	Oncology
2459	Q9NXA8	NAD-dependent protein deacylase sirtuin-5, mitochondrial	SIRT5	6	13574816	13614790	Neurology
2460	Q9Y3P8	Signaling threshold-regulating transmembrane adapter 1	SIT1	9	35649292	35650937	Inflammation
2461	Q86WV1	Src kinase-associated phosphoprotein 1	SKAP1	17	46210802	46507637	Neurology
2462	O75563	Src kinase-associated phosphoprotein 2	SKAP2	7	26706681	27034858	Inflammation
2463	Q15477	Helicase SKI2W	SKIV2L	6	31926857	31937532	Cardiometabolic II
2464	Q9H6Q3	Src-like-adapter 2	SLA2	20	35240721	35274619	Neurology II
2465	Q13291	Signaling lymphocytic activation molecule	SLAMF1	1	160577890	160617085	Inflammation
2466	Q96DU3	SLAM family member 6	SLAMF6	1	160454820	160493052	Oncology
2467	Q9NQ25	SLAM family member 7	SLAMF7	1	160709037	160724611	Inflammation
2468	Q9P0V8	SLAM family member 8	SLAMF8	1	159796540	159807039	Oncology
2469	P55011	Solute carrier family 12 member 2	SLC12A2	5	127419458	127525380	Cardiometabolic II
2470	Q9BZW2	Solute carrier family 13 member 1	SLC13A1	7	122753585	122840040	Oncology II
2471	P53985	Monocarboxylate transporter 1	SLC16A1	1	113454469	113499635	Neurology
2472	P43007	Neutral amino acid transporter A	SLC1A4	2	65215611	65250999	Neurology II
2473	Q6P1M0	Long-chain fatty acid transport protein 4	SLC27A4	9	131102925	131123749	Neurology
2474	O00337	Sodium/nucleoside cotransporter 1	SLC28A1	15	85427885	85518876	Oncology II
2475	Q8N130	Sodium-dependent phosphate transport protein 2C	SLC34A3	9	140125209	140131006	Oncology II
2476	Q15043	Zinc transporter ZIP14	SLC39A14	8	22224762	22291642	Neurology
2477	Q6ZMH5	Zinc transporter ZIP5	SLC39A5	12	56623833	56631630	Inflammation
2478	Q53GD3	Choline transporter-like protein 4	SLC44A4	6	31830969	31846823	Neurology II
2479	P02730	Band 3 anion transport protein	SLC4A1	17	42325753	42345509	Cardiometabolic II
2480	Q86UW2	Organic solute transporter subunit beta	SLC51B	15	65337708	65345734	Cardiometabolic II
2481	O14745	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	SLC9A3R1	17	72744791	72765492	Inflammation II
2482	Q15599	Na(+)/H(+) exchange regulatory cofactor NHE-RF2	SLC9A3R2	16	2075357	2089027	Oncology II
2483	Q9GZT3	SRA stem-loop-interacting RNA-binding protein, mitochondrial	SLIRP	14	78174414	78227447	Oncology II
2484	O94813	Slit homolog 2 protein	SLIT2	4	20254883	20622184	Neurology
2485	Q96PX8	SLIT and NTRK-like protein 1	SLITRK1	13	84451344	84456528	Inflammation II
2486	Q9H156	SLIT and NTRK-like protein 2	SLITRK2	X	144899350	144907360	Oncology
2487	Q9H5Y7	SLIT and NTRK-like protein 6	SLITRK6	13	86366925	86373623	Cardiometabolic
2488	Q9H2G2	STE20-like serine/threonine-protein kinase	SLK	10	105726959	105788991	Oncology II
2489	Q14BN4	Sarcolemmal membrane-associated protein	SLMAP	3	57741177	57914895	Oncology II
2490	P55000	Secreted Ly-6/uPAR-related protein 1	SLURP1	8	143822362	143823829	Cardiometabolic II
2491	Q15797	Mothers against decapentaplegic homolog 1	SMAD1	4	146402346	146479231	Oncology
2492	Q15796	Mothers against decapentaplegic homolog 2	SMAD2	18	45357922	45457515	Oncology II
2493	P84022	Mothers against decapentaplegic homolog 3	SMAD3	15	67356101	67487533	Oncology II
2494	Q99717	Mothers against decapentaplegic homolog 5	SMAD5	5	135468534	135524435	Oncology
2495	P51531	Probable global transcription activator SNF2L2	SMARCA2	9	2015342	2193624	Neurology
2496	Q9UQE7	Structural maintenance of chromosomes protein 3	SMC3	10	112327449	112364394	Oncology II
2497	O75940	Survival of motor neuron-related-splicing factor 30	SMNDC1	10	112050488	112064709	Oncology II
2498	Q9H4F8	SPARC-related modular calcium-binding protein 1	SMOC1	14	70320848	70499083	Oncology
2499	Q9H3U7	SPARC-related modular calcium-binding protein 2	SMOC2	6	168841831	169073984	Inflammation
2500	P17405	Sphingomyelin phosphodiesterase	SMPD1	11	6411655	6416228	Neurology
2501	Q9NY59	Sphingomyelin phosphodiesterase 3	SMPD3	16	68392231	68482591	Inflammation II
2502	Q92484	Acid sphingomyelinase-like phosphodiesterase 3a	SMPDL3A	6	123110315	123130865	Inflammation
2503	Q92485	Acid sphingomyelinase-like phosphodiesterase 3b	SMPDL3B	1	28261504	28285668	Oncology II
2504	P52788	Spermine synthase	SMS	X	21958691	22025798	Neurology II
2505	P53814	Smoothelin	SMTN	22	31460091	31500743	Neurology II
2506	O00161	Synaptosomal-associated protein 23	SNAP23	15	42783431	42837547	Cardiometabolic
2507	P60880	Synaptosomal-associated protein 25	SNAP25	20	10199478	10288066	Neurology II
2508	O95721	Synaptosomal-associated protein 29	SNAP29	22	21213271	21245506	Oncology
2509	O95295	SNARE-associated protein Snapin	SNAPIN	1	153631130	153634306	Neurology II
2510	P37840	Alpha-synuclein	SNCA	4	90645250	90759466	Inflammation II
2511	O76070	Gamma-synuclein	SNCG	10	88718375	88723017	Neurology
2512	Q8TER0	Sushi, nidogen and EGF-like domain-containing protein 1	SNED1	2	241938255	242034983	Cardiometabolic II
2513	P08579	U2 small nuclear ribonucleoprotein B''	SNRPB2	20	16710606	16722421	Neurology II
2514	P55769	NHP2-like protein 1	SNU13	22	42069934	42086508	Cardiometabolic II
2515	Q9NRS6	Sorting nexin-15	SNX15	11	64794880	64808044	Inflammation II
2516	Q96RF0	Sorting nexin-18	SNX18	5	53813589	53842415	Oncology II
2517	O60749	Sorting nexin-2	SNX2	5	122110691	122165803	Oncology II
2518	Q9Y5X3	Sorting nexin-5	SNX5	20	17922241	17949623	Cardiometabolic II
2519	Q9Y5X1	Sorting nexin-9	SNX9	6	158244296	158366109	Cardiometabolic
2520	P00441	Superoxide dismutase [Cu-Zn]	SOD1	21	33031935	33041244	Cardiometabolic
2521	P04179	Superoxide dismutase [Mn], mitochondrial	SOD2	6	160090089	160183561	Neurology
2522	P08294	Extracellular superoxide dismutase	SOD3	4	24791534	24802464	Inflammation II
2523	Q9BX66	Sorbin and SH3 domain-containing protein 1	SORBS1	10	97071528	97321171	Neurology II
2524	Q96PQ0	VPS10 domain-containing receptor SorCS2	SORCS2	4	7194265	7744554	Oncology
2525	Q00796	Sorbitol dehydrogenase	SORD	15	45315302	45369383	Oncology
2526	Q99523	Sortilin	SORT1	1	109852192	109940573	Cardiometabolic
2527	Q9BQB4	Sclerostin	SOST	17	41831099	41836156	Cardiometabolic
2528	Q2M3V2	Ankyrin repeat domain-containing protein SOWAHA	SOWAHA	5	132149033	132152488	Neurology II
2529	P48431	Transcription factor SOX-2	SOX2	3	181429714	181432221	Neurology II
2530	P48436	Transcription factor SOX-9	SOX9	17	70117161	70122561	Neurology II
2531	Q96QH8	Sperm acrosome-associated protein 5	SPACA5_SPACA5B	X	47863734	47991995	Neurology II
2532	Q07617	Sperm-associated antigen 1	SPAG1	8	101170134	101271506	Neurology II
2533	P09486	SPARC	SPARC	5	151040657	151066726	Oncology
2534	Q14515	SPARC-like protein 1	SPARCL1	4	88394487	88452213	Cardiometabolic
2535	Q8N0X7	Spartin	SPART	13	36875775	36944317	Inflammation II
2536	Q6UW49	Sperm equatorial segment protein 1	SPESP1	15	69110560	69239150	Cardiometabolic II
2537	P00995	Serine protease inhibitor Kazal-type 1	SPINK1	5	147204131	147211349	Neurology
2538	P20155	Serine protease inhibitor Kazal-type 2	SPINK2	4	57676026	57687908	Inflammation II
2539	O60575	Serine protease inhibitor Kazal-type 4	SPINK4	9	33218363	33248565	Inflammation
2540	Q9NQ38	Serine protease inhibitor Kazal-type 5	SPINK5	5	147405246	147516852	Neurology
2541	Q6UWN8	Serine protease inhibitor Kazal-type 6	SPINK6	5	147582357	147594700	Oncology
2542	P0C7L1	Serine protease inhibitor Kazal-type 8	SPINK8	3	48348336	48369831	Cardiometabolic II
2543	O43278	Kunitz-type protease inhibitor 1	SPINT1	15	41136216	41150405	Neurology
2544	O43291	Kunitz-type protease inhibitor 2	SPINT2	19	38734675	38783254	Inflammation
2545	P49223	Kunitz-type protease inhibitor 3	SPINT3	20	44141101	44144264	Oncology II
2546	Q08629	Testican-1	SPOCK1	5	136310987	136934068	Neurology
2547	Q9HCB6	Spondin-1	SPON1	11	13984270	14289679	Inflammation
2548	Q9BUD6	Spondin-2	SPON2	4	1160720	1202750	Cardiometabolic
2549	P10451	Osteopontin	SPP1	4	88896819	88904562	Cardiometabolic
2550	Q7Z698	Sprouty-related, EVH1 domain-containing protein 2	SPRED2	2	65537985	65659771	Inflammation II
2551	Q9H741	SREBP regulating gene protein	SPRING1	12	117153593	117175875	Oncology II
2552	P22528	Cornifin-B	SPRR1B	1	153003678	153005376	Oncology II
2553	Q9UBC9	Small proline-rich protein 3	SPRR3	1	152974223	152976332	Neurology II
2554	O43597	Protein sprouty homolog 2	SPRY2	13	80910111	80915086	Inflammation
2555	O15020	Spectrin beta chain, non-erythrocytic 2	SPTBN2	11	66452719	66496697	Neurology II
2556	O15269	Serine palmitoyltransferase 1	SPTLC1	9	94794281	94877666	Neurology II
2557	P12931	Proto-oncogene tyrosine-protein kinase Src	SRC	20	35973088	36034453	Oncology
2558	P37108	Signal recognition particle 14 kDa protein	SRP14	15	40327940	40331389	Oncology
2559	P78362	SRSF protein kinase 2	SRPK2	7	104751151	105039755	Inflammation
2560	P78539	Sushi repeat-containing protein SRPX	SRPX	X	38008589	38080696	Cardiometabolic II
2561	P05455	Lupus La protein	SSB	2	170648443	170668574	Neurology
2562	Q04837	Single-stranded DNA-binding protein, mitochondrial	SSBP1	7	141438121	141487722	Inflammation II
2563	Q8WTU2	Scavenger receptor cysteine-rich domain-containing group B protein	SSC4D	7	76018651	76039012	Cardiometabolic
2564	A1L4H1	Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D	SSC5D	19	55999771	56030465	Cardiometabolic
2565	Q8TE77	Protein phosphatase Slingshot homolog 3	SSH3	11	67070919	67080078	Oncology II
2566	O43805	Sjoegren syndrome nuclear autoantigen 1	SSNA1	9	140083099	140084822	Oncology II
2567	P50502	Hsc70-interacting protein	ST13	22	41220539	41253026	Inflammation II
2568	Q11201	CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 1	ST3GAL1	8	134467091	134584183	Oncology
2569	P15907	Beta-galactoside alpha-2,6-sialyltransferase 1	ST6GAL1	3	186648274	186796341	Cardiometabolic
2570	Q92185	Alpha-N-acetylneuraminide alpha-2,8-sialyltransferase	ST8SIA1	12	22216707	22589975	Inflammation II
2571	Q8WWQ8	Stabilin-2	STAB2	12	103981051	104160505	Cardiometabolic II
2572	Q92783	Signal transducing adapter molecule 1	STAM	10	17686124	17757913	Oncology II
2573	O95630	STAM-binding protein	STAMBP	2	74056086	74100786	Neurology
2574	P52630	Signal transducer and activator of transcription 2	STAT2	12	56735381	56753939	Inflammation II
2575	P51692	Signal transducer and activator of transcription 5B	STAT5B	17	40351186	40428725	Oncology
2576	O95793	Double-stranded RNA-binding protein Staufen homolog 1	STAU1	20	47729878	47804904	Oncology II
2577	P52823	Stanniocalcin-1	STC1	8	23699428	23712320	Neurology
2578	O76061	Stanniocalcin-2	STC2	5	172741716	172756506	Neurology
2579	Q687X5	Metalloreductase STEAP4	STEAP4	7	87905744	87936206	Neurology II
2580	P31948	Stress-induced-phosphoprotein 1	STIP1	11	63952744	63972015	Neurology
2581	Q15831	Serine/threonine-protein kinase STK11	STK11	19	1189406	1228428	Cardiometabolic
2582	Q9Y6E0	Serine/threonine-protein kinase 24	STK24	13	99102455	99230194	Neurology
2583	Q13043	Serine/threonine-protein kinase 4	STK4	20	43595115	43708600	Cardiometabolic
2584	Q9UJZ1	Stomatin-like protein 2, mitochondrial	STOML2	9	35099888	35103154	Oncology II
2585	O14662	Syntaxin-16	STX16	20	57226328	57254582	Oncology
2586	P61266	Syntaxin-1B	STX1B	16	31000577	31021949	Neurology II
2587	Q13277	Syntaxin-3	STX3	11	59480929	59573354	Neurology II
